,text,ad hominem,anecdotal fallacy,appeal to authority,appeal to consequences,appeal to emotion,appeal to fear,appeal to novelty,appeal to popularity,appeal to ridicule,appeal to tradition,argument from ignorance,bandwagon fallacy,circular reasoning,correlation vs. causation,equivocation,false analogy,false attribution,false dilemma,genetic fallacy,guilt by association,hasty generalization,no true scotsman,red herring,slippery slope,straw man,tu quoque,appeal to motive,loaded question,misleading vividness,none,composition/division,other
2593,The health care law is the largest tax [increase] in the history of our country,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2594,"By age 65, the average woman will have lost $431,000 throughout her working career was a result of the pay gap.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2595,"Seniors with coverage under Medicare Advantage will give up ""more than their share"" because of health care reform",0.0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2596,There are 49 different federal job training programs that report to eight agencies.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2597,The U.S. military is at risk of losing its military superiority because our Navy is smaller than its been since 1917. Our Air Force is smaller and older than any time since 1947.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,1,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2598,Says Hillary Clinton had an undercover nurse with her at the Sept. 11 memorial ceremony in New York.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2599,"Under a law proposed by Wisconsin Gov. Scott Walker, businesses that move into Wisconsin dont have to pay any taxes on their income for two years.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2600,"Says Bill Nelson sold agricultural land for home development, pocketing at least $1.4 million.",1.0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2601,Newt Gingrich teamed with Nancy Pelosi and Al Gore on global warming.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2602,Mitt Romney says the next president doesn't need foreign policy experience.,0.0,0,1.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1,0,0,1,0,0.0,1,0,0.0,0,0.0,0,0,0.0,0.0
2603,"On immigration reform, Marco Rubio all along has been saying, We have to have border security first and then he gets on Spanish TV, he ends up saying, No, no. That will never get in the way.",1.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,0,0.0,0.0
2604,[Eighty-five percent] of the funds collected in each county will be redistributed elsewhere -- not spent in the county in which it is collected.,0.0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2605,Says U.S. Senate candidate Eric Hovde has no problem with raising taxes.,0.0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,1,0.0,0,0.0,0,0,0.0,0.0
2606,The Koch network (is) spending more money (in a Senate race) in Ohio than anywhere else in the country.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2607,You will learn more about Donald Trump by going down to the Federal Elections to see the financial disclosure form than by looking at tax returns.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2608,"Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2609,Nike's are great because they're awesome.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2610,The Democrats plan to raise your tax rates to 70 or 80 percent.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1,1,0.0,0,0.0,0,0,0.0,0.0
2611,Unemployment in the city of St. Petersburg is below the state average.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2612,"As mayor, [Allan Fung] raised taxes three times.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2613,"Last year, Obama administration officials released into our neighborhoods more than 36,000 criminal immigrants who had nearly 88,000 convictions. The crimes included hundreds of convictions for murder, rape and kidnapping and thousands of drug-related crimes.",0.0,0,0.0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2614,"Closing the tobacco loophole would save Missouri taxpayers $50,000,000",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2615,"The amount of debt is on pace to double in five years and triple in 10. The federal debt is now over $100,000 per household.",0.0,0,0.0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2616,"At protests in Wisconsin against proposed collective bargaining changes, phony sick notes (were) passed out to excuse striking union members.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2617,"Out of 150,000 tenured teachers in the last 10 years, only 17 have been dismissed for incompetence.",0.0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2618,"Its actually easier for the United States to get flight manifests from E.U. nations than it is for E.U. nations to get them from their own neighbors, thanks to an agreement the U.S. negotiated when I was secretary of state.",0.0,0,1.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2619,"Says Tommy Thompsons tax plan amounts to an average tax cut of almost $87,000 for the top 1 percent.",0.0,1,0.0,0,1,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2620,"The state Legislature attempted to ""outlaw stem cell research, passes bills about microchips in the brain, and talks about seceding from the Union.""",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1,1,0.0,0,0.0,0,0,0.0,0.0
2621,Rand Paul supports Obamas negotiations with Iran.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2622,"John McCain ""is one of the few senators of either party who oppose this bill (to expand education aid for veterans) because he thinks it's too generous.""",0.0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,0,0.0,0.0
2623,Says Barack Obama had huge majorities in Congress during his first two years in office and did nothing with them to create jobs in America.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2624,On support for the Export-Import Bank,1.0,1,1.0,1,1,2,1.0,1,1,1,1.0,1,2.0,3.0,1,1,1,1,1,1,1,1,1.0,1,1,1.0,1,1.0,1,0,2.0,7.0
2625,(Strickland) raised taxes last year to the tune of $840 million.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2626,"On a single night in January 2015, state and local planning agencies in Rhode Island reported the following estimates of homelessness 107 veterans were homeless.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2627,The United States is the only industrialized country that does not guarantee paid time off to care for a new child.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2628,Speaker Rubio supported gun restrictions that included background checks and waiting periods.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2629,Says President Barack Obama has opened up no new trade relationships with other nations.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2630,"Says that even if his budget is adopted, private schools in the choice program would be getting about half the per-pupil funds that public schools receive",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2631,"Charlie: I think we should put more money into schools. Quality public education is so important. Bob: So you’re saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,0,0.0,0.0
2632,President Obama plans to impose a tax of at least 23 percent on the Medicare prescription drug benefit for low-income beneficiaries.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,0,0.0,0.0
2633,A regulatory thing means you cant show someone drinking beer on camera.,0.0,0,1.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2634,Budget analysts say the looming tax hikes and spending cuts would take us into a recession and kill jobs.,0.0,0,0.0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0,0.0,0,0,0.0,0.0
2635,On support for gay marriage.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2636,Says unemployment tripled in Dane County due to Kathleen Falks tax policies,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2637,"""It rained and we lost the game. Every time it rains, we are going to lose.""",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2638,"Says his office has already recovered over $2 billion from Wall Street for the workers, retirees, and investors who were harmed.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2639,Say New Jersey Reps. Donald Payne and Frank Pallone are socialists who are openly serving in the U.S. Congress.,1.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2640,On Milwaukee County governments debt burden,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2641,"Just a little over 60 percent of your electric bill, my electric bill, 60 percent of that is pass-throughs, whether they be for building of nuclear plants or whatever they may be. A planned nuclear plant repair will only increase that percentage.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,1,0,0.0,0,0.0,0,0,0.0,0.0
2642,Tuition-free public universities and colleges are just a pipe dream. False. They were both free up until the Vietnam War.,0.0,0,0.0,0,0,0,0.0,0,0,1,0.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2643,"Right now, we have the lowest gas tax of anywhere in the country.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2644,Believing that the cause of the Reformation was simply Martin Luther posting his theses,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2645,The U.S. has 47 million people on food stamps. Thats 14 million more than when the current occupant of the White House took over.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2646,"Says pension contributions under Gov. Chris Christie would represent 75 percent of the total contribution made between the years 1995 and 2010. Thats right, in 15 years, total state contribution was only $2.1 billion.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2647,Large parts of Florida have experienced years of below average rainfall.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2648,"Says Virginia, Florida and Georgia are the three states that are the principal source for gun trafficking.",0.0,0,1.0,0,0,0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2649,There are 500 million Internet users and 80 million bloggers who are driving discussions in China. So youve got a lot of people voicing frustration and discontent.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2650,Theres no correlation between primary turnout and wins in the fall in the last 11 elections.,0.0,1,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2651,"In 2008, then-Sen. Barack Obama missed 60 or 70 percent of his votes. In 2004, John Kerry missed close to 60 to 70 percent and Bob Graham missed over 30 percent of his votes.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2652,"I watched in Jersey City, N.J., where thousands and thousands of people were cheering as the World Trade Center collapsed.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2653,"Says under President Barack Obama, the debt increased by 23 percent, which was less than under any president going back to Ronald Reagan.",0.0,1,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2654,"Of the 18 stadiums built from 2004 to 2013, 47 percent of the total cost came from public sources.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2655,"Says MarkKirk called for the mass arrest of 18,000 African Americans andwas apparently fine with Trumps #StillTooRacist call for mass deportation.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,1,0.0,0,0.0,0,0,0.0,0.0
2656,"In total, we have added nearly 75,000 private sector jobs in New Jersey since we took office in January 2010.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2657,McCain supports tax breaks for companies that ship jobs overseas.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,0,0.0,0.0
2658,"Bill Nelson voted for a ban on millions of commonly owned firearms, which included many popular hunting and target rifles.",0.0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,0,0.0,0.0
2659,A substantial number of probationers participating in a pilot project to ease the farm labor shortage are able to finish the work.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2660,"We have to stop the tuition increase! The next thing you know, they'll be charging $40,000 a semester!",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0,0.0,0,0,0.0,0.0
2661,Says the reforms in state Issue 2 will save taxpayer dollars,0.0,0,1.0,0,0,0,0.0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,1,0,0.0,1,0,0.0,0,0.0,0,0,0.0,0.0
2662,"In his book, (Ken) Cuccinelli questions whether Medicare and Social Security should exist.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2663,"In head-to-head polls for the general election, I beat Hillary Clinton by more than anybody, by 11 points.",0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2664,Says Rick Perry wrote a letter supporting Hillarycare.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2665,"Rubio's ""got more experience than Obama had.""",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2666,"“Do you want to live in a world where you can get breakfast from McDonald’s all day, or would you rather live in a dictatorship?”",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2667,"Says Bill Clinton gave a speech in 1996 about Iraq having WMDs and said we needed a regime change, even though everyone blamed those things on George W. Bush.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2668,Obamacare is the biggest tax increase in American history.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2669,"""Chick fil A is the greatest food chain in existence. Look at the crowds!""",0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2670,Our graduation rate is the highest it's ever been.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2671,What they will do is socialized medicine.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0,0.0,0,0,0.0,0.0
2672,"Says Austins treated wastewater, put into the Colorado River, is of higher quality than water the city takes from the lake for public use.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2673,SaysRuben Kihuen only managed in the minority to get one bill passed out of the eight to 10 he introduced during the 2015 legislative session.,0.0,1,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2674,Either go to the party or spend the night in your room crying.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2675,"Said U.S. Rep. Jim Marshall, D-Macon, sent nearly $2 billion overseas to build wind turbines and create jobs, mostly in China",0.0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2676,Weve rebuilt China.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2677,"My father smoked four packs of cigarettes a day since age fourteen and lived until age sixty-nine. Therefore, smoking really can’t be that bad for you.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2678,"Says that under the new healthcare law, full- and part-time workers will be required to buy insurance costing $375 to $1,000 a month, starting in 2014.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,1,0,0.0,0,0.0,0,0,0.0,0.0
2679,The people in Massachusetts like (the state health care plan) by about a 3-1 margin.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2680,"Richard Dawkins, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, it's true.",0.0,0,1.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2681,The House Democrats' so-called 'stimulus' has been stuffed with an astonishing $335 million to fund prevention programs of sexually transmitted diseases.,0.0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2682,Vote for me because the other candidate is a cheat and a liar!,1.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2683,"All of my friends are coming to my birthday party. If Micah doesn't, she might as well tell me that she doesn't like me.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2684,"""Jews are lice; They cause typhus (Painful/deadly disease).""",0.0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2685,"Says Scott Walker said Labor unions dont deserve to have a national holiday due to their damage to the economy. And the holiday should be replaced by Patriots Day, celebrated every year on 9/11.",0.0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2686,Langevin has been the most reliable vote for Speaker Pelosi.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2687,"Says each year approximately 30,000 people in the United States die as a result of gunfire, and about 80,000 people are wounded.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2688,Says the federal government restricts how much salt we can put on our food.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2689,We wiped out a $3.6 billion deficit without raising taxes.,0.0,1,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2690,Saudi Arabia has the third-largest military budget in the entire world.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2691,The error rates for the Fulton County elections department are well below the average.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2692,On repeal and replace of federal health care reform.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2693,Says Rick Scott is letting Duke (Energy) keep collecting billions despite troubled power plants.,1.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,1,0,0.0,1,0,0.0,0,0.0,0,0,0.0,0.0
2694,"A school uniform policy helps with school safety, helps with truancy.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2695,90% of Americans want national background checks that close loopholes.,0.0,0,0.0,0,0,0,0.0,1,0,0,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2696,The approval of the United States was 20 points higher when (Hillary Clinton) left the secretary of states office than when she took it.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2697,"Three years ago, a newly elected President Obama told America that if Congress approved his plan to borrow nearly a trillion dollars, he would hold unemployment below 8 percent.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2698,Says Betty Sutton and House Democrats gutted Medicare by $741 billion to pay for Obamacare.,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0
2699,"The R.I. Turnpike and Bridge Authority was supposed to exist only until the bonds used to build the Newport Bridge were paid off through tolls. Once the bonds were paid, the Newport Bridge was to be transferred to the State of Rhode Island and become toll-free.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
2700,"Texas has installed more wind power than any other state, and all but four countries.",0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,0.0,0.0
